ID_TIENDA;SKU;CANT_ESPERADA
S01;7703617003954;4
S01;7703617003961;6
S01;7703617003978;6
S01;7703617004197;3
S01;7703617011591;8
S01;7703617011607;6
S01;7703617011614;9
S01;7703617012604;3
S01;7703617018262;2
S01;7703617018279;3
S01;7703617018286;3
S01;7703617018293;2
S01;7703617018934;4
S01;7703617018941;6
S01;7703617018958;5
S01;7703617018965;4
S01;7703617018972;6
S01;7703617018989;6
S01;7703617019825;3
S01;7703617019832;3
S01;7703617019849;2
S01;7703617020241;4
S01;7703617020258;3
S01;7703617020265;4
S01;7703617031520;3
S01;7703617031537;2
S01;7703617031551;3
S01;7703617048795;6
S01;7703617048801;6
S01;7703617048818;4
S01;7704327117603;1
S01;7704327117610;2
S01;7704327117627;3
S01;7704327117634;2
S01;7704327117641;1
S01;7704327117658;3
S01;7704327131197;2
S01;7704327178369;1
S01;7704327229306;4
S01;7704327229313;3
S01;7704327229320;4
S01;7704327229337;5
S01;7704327229344;1
S01;7704327229351;3
S01;7704327230142;3
S01;7704327230166;3
S01;7704327230173;1
S01;7704327230180;1
S01;7704327230197;3
S01;7704327230203;2
S01;7704327230210;2
S01;7704327230227;2
S01;7704327230234;2
S01;7704327230258;2
S01;7704327269197;2
S01;7704327269258;1
S01;7704327269265;3
S01;7704327269272;4
S01;7704327347109;2
S01;7704327347833;2
S01;7704327347864;4
S01;7704327384951;4
S01;7704327385064;2
S01;7704327390600;1
S01;7704327391447;2
S01;7704327394974;2
S01;7704327394981;2
S01;7704327399818;4
S01;7704327399849;1
S01;7704327405410;1
S01;7704327405427;1
S01;7704327405434;2
S01;7704327405441;1
S01;7704327405458;3
S01;7704327405465;2
S01;7704327405472;2
S01;7704327405489;2
S01;7704327405496;3
S01;7704327405502;1
S01;7704327405519;3
S01;7704327405526;3
S01;7704327420864;2
S01;7704327420871;3
S01;7704327420888;3
S01;7704327420895;3
S01;7704327420901;3
S01;7704327420918;2
S01;7704327422882;2
S01;7704327426828;3
S01;7704327426835;3
S01;7704327426842;2
S01;7704327436131;5
S01;7704327436148;6
S01;7704327436155;4
S01;7704327436391;1
S01;7704327436681;3
S01;7704327436698;3
S01;7704327436704;2
S01;7704327436995;2
S01;7704327437169;2
S01;7704327440947;4
S01;7704327440961;2
S01;7704327441401;2
S01;7704327441418;3
S01;7704327441425;3
S01;7704327441449;2
S01;7704327441456;3
S01;7704327441463;3
S01;7704327441654;4
S01;7704327441661;6
S01;7704327441678;6
S01;7704327443825;1
S01;7704327453527;2
S01;7704327453534;3
S01;7704327453541;3
S01;7704327456436;9
S01;7704327456566;2
S01;7704327459802;1
S01;7704327462598;2
S01;7704327463366;2
S01;7704327463533;2
S01;7704327464677;4
S01;7704327464721;2
S01;7704327464905;4
S01;7704327468156;2
S01;7704327468163;3
S01;7704327468170;2
S01;7704327468255;5
S01;7704327468262;6
S01;7704327468279;4
S01;7704327468668;3
S01;7704327468675;2
S01;7704327468682;2
S01;7704327468699;1
S01;7704327468989;2
S01;7704327470746;2
S01;7704327470753;2
S01;7704327470760;2
S01;7704327470777;4
S01;7704327470920;2
S01;7704327470982;1
S01;7704327471415;2
S01;7704327471620;2
S01;7704327471750;3
S01;7704327471767;2
S01;7704327471798;3
S01;7704327472214;2
S01;7704327472221;1
S01;7704327472382;1
S01;7704327472399;2
S01;7704327472597;3
S01;7704327472603;3
S01;7704327472610;2
S01;7704327473747;4
S01;7704327473877;2
S01;7704327475758;1
S01;7704327476120;3
S01;7704327476137;3
S01;7704327476144;2
S01;7704327477172;2
S01;7704327477233;2
S01;7704327477240;1
S01;7704327477462;2
S01;7704327477882;2
S01;7704327477943;1
S01;7704327477950;4
S01;7704327479626;2
S01;7704327480042;2
S01;7704327482862;1
S01;7704327484408;5
S01;7704327484415;4
S01;7704327484422;4
S01;7704327485108;1
S01;7704327485818;5
S01;7704327485825;5
S01;7704327485832;3
S01;7704327485924;2
S01;7704327486785;2
S01;7704327487836;1
S01;7704327487904;3
S01;7704327487935;4
S01;7704327488086;3
S01;7704327488222;3
S01;7704327488239;3
S01;7704327488246;2
S01;7704327488253;3
S01;7704327488321;3
S01;7704327488338;3
S01;7704327488345;3
S01;7704327488352;3
S01;7704327488369;2
S01;7704327488376;3
S01;7704327488383;3
S01;7704327488390;3
S01;7704327488406;3
S01;7704327488413;3
S01;7704327488420;3
S01;7704327488437;3
S01;7704327488444;3
S01;7704327488451;3
S01;7704327488468;3
S01;7704327488475;3
S01;7704327488482;2
S01;7704327488499;3
S01;7704327488505;3
S01;7704327488512;3
S01;7704327488529;3
S01;7704327488536;3
S01;7704327489106;1
S01;7704327490249;2
S01;7704327490263;3
S01;7704327490270;5
S01;7704327490287;3
S01;7704327490294;4
S01;7704327490300;4
S01;7704327490317;2
S01;7704327490331;3
S01;7704327490348;3
S01;7704327490355;5
S01;7704327490362;2
S01;7704327490379;1
S01;7704327490386;2
S01;7704327490393;1
S01;7704327490409;2
S01;7704327490423;2
S01;7704327490430;1
S01;7704327490447;2
S01;7704327490454;2
S01;7704327490461;3
S01;7704327490720;3
S01;7704327490737;1
S01;7704327490744;2
S01;7704327490768;1
S01;7704327490775;2
S01;7704327490799;3
S01;7704327490805;1
S01;7704327490812;1
S01;7704327490829;2
S01;7704327490836;2
S01;7704327491147;3
S01;7704327491154;2
S01;7704327491178;2
S01;7704327491857;2
S01;7704327491864;2
S01;7704327491918;1
S01;7704327491949;3
S01;7704327491956;3
S01;7704327491963;3
S01;7704327492137;3
S01;7704327492144;3
S01;7704327492168;3
S01;7704327492175;2
S01;7704327492236;3
S01;7704327492243;3
S01;7704327492267;1
S01;7704327492304;3
S01;7704327492311;1
S01;7704327492335;3
S01;7704327492342;2
S01;7704327492366;3
S01;7704327492373;2
S01;7704327492403;3
S01;7704327492489;2
S01;7704327492496;2
S01;7704327492502;3
S01;7704327492519;3
S01;7704327492595;3
S01;7704327492601;1
S01;7704327492618;2
S01;7704327492625;3
S01;7704327492632;3
S01;7704327493523;3
S01;7704327493530;3
S01;7704327493547;2
S01;7704327494896;2
S01;7704327494902;1
S01;7704327496203;1
S01;7704327496913;4
S01;7704327497491;3
S01;7704327497507;2
S01;7704327497514;4
S01;7704327497521;3
S01;7704327497538;2
S01;7704327497545;3
S01;7704327499211;4
S01;7704327499228;4
S01;7704327499235;4
S01;7704327499242;3
S01;7704327499259;2
S01;7704327499273;2
S01;7704327499280;4
S01;7704327499297;4
S01;7704327499303;4
S01;7704327499310;1
S01;7704327501099;4
S01;7704327540227;2
S01;7704327551568;4
S01;7704327551575;4
S01;7704327551582;2
S01;7704327551599;2
S01;7704327558086;2
S01;7704327558093;3
S01;7704327558109;2
S01;7704327560812;6
S01;7704327566524;3
S01;7704327566531;3
S01;7704327566548;1
S01;7704327571085;4
S01;7704327575526;6
S01;7704327575533;4
S01;7704327575540;6
S01;7704327585389;3
S01;7704327585396;3
S01;7704327585402;2
S01;7704327588182;3
S01;7704327592356;1
S01;7704327596392;3
S01;7704327605179;4
S01;7704327605186;4
S01;7704327605193;3
S01;7704327605209;3
S01;7704327605735;3
S01;7704327605742;2
S01;7704327605759;3
S01;7704327605858;6
S01;7704327605933;6
S01;7704327606114;4
S01;7704327608460;1
S01;7704327608484;2
S01;7704327608491;1
S01;7704327608538;2
S01;7704327608569;3
S01;7704327608576;2
S01;7704327608583;3
S01;7704327608613;2
S01;7704327610487;4
S01;7704327610616;4
S01;7704327611057;3
S01;7704327611095;3
S01;7704327614706;8
S01;7704327614713;8
S01;7704327614720;6
S01;7704327616021;4
S01;7704327616847;2
S01;7704327616854;3
S01;7704327616861;2
S01;7704327616878;3
S01;7704327616885;2
S01;7704327616892;3
S01;7704327616908;2
S01;7704327616915;3
S01;7704327617134;2
S01;7704327617141;1
S01;7704327617158;2
S01;7704327617264;6
S01;7704327617271;6
S01;7704327617288;4
S01;7704327619305;3
S01;7704327619312;2
S01;7704327619886;3
S01;7704327620738;2
S01;7704327620745;1
S01;7704327620752;3
S01;7704327620813;6
S01;7704327620820;4
S01;7704327620837;6
S01;7704327621018;3
S01;7704327621025;4
S01;7704327621032;4
S01;7704327626204;1
S01;7704327626211;2
S01;7704327626228;2
S01;7704327629885;3
S01;7704327629953;2
S01;7704327634346;1
S01;7704327634896;3
S01;7704327634902;2
S01;7704327634919;2
S01;7704327637941;2
S01;7704327637958;3
S01;7704327637965;3
S01;7704327637972;2
S01;7704327638658;1
S01;7704327641597;2
S01;7704327641610;2
S01;7704327641627;2
S01;7704327641702;2
S01;7704327641726;3
S01;7704327644710;2
S01;7704327644765;2
S01;7704327645601;2
S01;7704327645847;3
S01;7704327650728;2
S01;7704327652067;4
S01;7704327665715;3
S01;7704327666125;3
S01;7704327666132;2
S01;7704327666149;3
S01;7704327666200;2
S01;7704327669300;1
S01;7704327674588;4
S01;7704327678692;2
S01;7704327681142;4
S01;7704327681159;4
S01;7704327681166;2
S01;7704327681319;3
S01;7704327681326;2
S01;7704327681357;3
S01;7704327681395;2
S01;7704327681517;2
S01;7704327681524;3
S01;7704327681562;3
S01;7704327681579;2
S01;7704327681609;3
S01;7704327681623;2
S01;7704327681647;2
S01;7704327681654;4
S01;7704327681944;6
S01;7704327681975;5
S01;7704327681999;4
S01;7704327682002;4
S01;7704327683726;2
S01;7704327683733;2
S01;7704327683740;1
S01;7704327684099;2
S01;7704327686215;1
S01;7704327686246;1
S01;7704327687533;3
S01;7704327688028;2
S01;7704327688066;2
S01;7704327688752;4
S01;7704327688868;3
S01;7704327688974;2
S01;7704327688981;3
S01;7704327688998;3
S01;7704327689629;3
S01;7704327689971;1
S01;7704327689988;5
S01;7704327689995;5
S01;7704327690007;4
S01;7704327690021;4
S01;7704327690045;4
S01;7704327690069;6
S01;7704327690083;6
S01;7704327690298;2
S01;7704327690328;2
S01;7704327690366;2
S01;7704327691639;3
S01;7704327691646;2
S01;7704327691653;2
S01;7704327691660;3
S01;7704327691677;2
S01;7704327691684;3
S01;7704327691691;3
S01;7704327691707;3
S01;7704327691714;2
S01;7704327692001;2
S01;7704327693220;2
S01;7704327693237;3
S01;7704327693251;3
S01;7704327694272;3
S01;7704327694289;2
S01;7704327694296;3
S01;7704327694302;2
S01;7704327694357;2
S01;7704327694364;2
S01;7704327694371;3
S01;7704327694388;3
S01;7704327694432;3
S01;7704327694449;2
S01;7704327694456;3
S01;7704327694463;2
S01;7704327694555;4
S01;7704327694784;2
S01;7704327695750;3
S01;7704327695767;2
S01;7704327695781;3
S01;7704327698362;6
S01;7704327698386;3
S01;7704327698393;6
S01;7704327701437;3
S01;7704327701444;3
S01;7704327701451;3
S01;7704327701468;2
S01;7704327701475;2
S01;7704327701482;3
S01;7704327701499;3
S01;7704327701505;3
S01;7704327705800;2
S01;7704327705848;2
S01;7704327706272;3
S01;7704327706289;2
S01;7704327706296;2
S01;7704327706302;3
S01;7704327707675;3
S01;7704327707682;2
S01;7704327707699;2
S01;7704327708030;1
S01;7704327708412;2
S01;7704327710095;2
S01;7704327710118;4
S01;7704327710156;2
S01;7704327710835;3
S01;7704327711009;4
S01;7704327711016;2
S01;7704327711306;2
S01;7704327711320;1
S01;7704327712778;5
S01;7704327712785;3
S01;7704327712792;6
S01;7704327715106;4
S01;7704327719128;2
S01;7704327719135;4
S01;7704327719166;1
S01;7704327719180;4
S01;7704327719203;2
S01;7704327719814;4
S01;7704327719838;2
S01;7704327719845;4
S01;7704327720148;3
S01;7704327721992;3
S01;7704327722005;3
S01;7704327722074;4
S01;7704327722081;2
S01;7704327722098;2
S01;7704327722104;2
S01;7704327722111;4
S01;7704327722128;6
S01;7704327722135;1
S01;7704327722142;3
S01;7704327722159;2
S01;7704327722166;3
S01;7704327722173;5
S01;7704327722180;1
S01;7704327723224;1
S01;7704327723231;4
S01;7704327723248;4
S01;7704327723255;2
S01;7704327723422;4
S01;7704327723460;6
S01;7704327723477;6
S01;7704327723484;5
S01;7704327724788;6
S01;7704327724795;6
S01;7704327724801;5
S01;7704327724818;3
S01;7704327724825;3
S01;7704327724832;2
S01;7704327724849;3
S01;7704327724856;3
S01;7704327724863;2
S01;7704327725808;1
S01;7704327725815;2
S01;7704327725839;3
S01;7704327726386;2
S01;7704327726409;1
S01;7704327726416;3
S01;7704327726423;2
S01;7704327729639;5
S01;7704327729646;4
S01;7704327729653;6
S01;7704327729660;3
S01;7704327729837;2
S01;7704327729844;2
S01;7704327729851;2
S01;7704327729868;3
S01;7704327729875;3
S01;7704327729882;3
S01;7704327729899;2
S01;7704327729905;2
S01;7704327730253;3
S01;7704327730277;2
S01;7704327730284;2
S01;7704327730291;2
S01;7704327730314;3
S01;7704327730321;3
S01;7704327730338;3
S01;7704327732264;2
S01;7704327732912;3
S01;7704327732936;5
S01;7704327732943;5
S01;7704327733285;3
S01;7704327733308;3
S01;7704327733315;3
S01;7704327734497;3
S01;7704327734503;3
S01;7704327734510;3
S01;7704327734527;2
S01;7704327734534;2
S01;7704327734541;3
S01;7704327738891;2
S01;7704327738914;2
S01;7704327738921;3
S01;7704327738938;1
S01;7704327738952;6
S01;7704327738969;5
S01;7704327738976;4
S01;7704327739218;3
S01;7704327739256;2
S01;7704327739287;3
S01;7704327741471;4
S01;7704327742324;3
S01;7704327742331;2
S01;7704327742348;2
S01;7704327742355;1
S01;7704327744281;2
S01;7704327744298;2
S01;7704327744304;2
S01;7704327744311;2
S01;7704327744328;1
S01;7704327744465;1
S01;7704327744472;3
S01;7704327744489;3
S01;7704327744496;2
S01;7704327744502;2
S01;7704327745066;3
S01;7704327745073;3
S01;7704327745080;2
S01;7704327745097;2
S01;7704327745103;3
S01;7704327745554;3
S01;7704327748579;5
S01;7704327748586;2
S01;7704327748593;3
S01;7704327748616;5
S01;7704327748623;6
S01;7704327748647;6
S01;7704327748654;5
S01;7704327748661;2
S01;7704327748678;3
S01;7704327748685;5
S01;7704327750527;1
S01;7704327750534;2
S01;7704327750541;1
S01;7704327750558;2
S01;7704327750565;2
S01;7704327750879;2
S01;7704327750916;1
S01;7704327751579;2
S01;7704327753047;2
S01;7704327753054;3
S01;7704327753061;3
S01;7704327753375;2
S01;7704327753382;2
S01;7704327753986;2
S01;7704327753993;3
S01;7704327754006;3
S01;7704327754150;3
S01;7704327754167;2
S01;7704327754174;3
S01;7704327755157;3
S01;7704327755164;3
S01;7704327755171;2
S01;7704327755324;2
S01;7704327755331;3
S01;7704327755348;3
S01;7704327755973;4
S01;7704327755980;2
S01;7704327756000;3
S01;7704327756857;2
S01;7704327757588;2
S01;7704327757670;3
S01;7704327757687;3
S01;7704327758493;2
S01;7704327759032;1
S01;7704327759261;1
S01;7704327760366;1
S01;7704327760649;1
S01;7704327760670;3
S01;7704327760687;3
S01;7704327760724;1
S01;7704327765248;2
S01;7704327765262;2
S01;7704327765286;1
S01;7704327765293;3
S01;7704327765309;3
S01;7704327765316;3
S01;7704327765323;3
S01;7704327766191;2
S01;7704327766207;3
S01;7704327766221;3
S01;7704327766238;2
S01;7704327766276;3
S01;7704327766283;2
S01;7704327768447;2
S01;7704327768454;3
S01;7704327768461;2
S01;7704327768614;2
S01;7704327768621;3
S01;7704327768638;1
S01;7704327768645;2
S01;7704327768652;1
S01;7704327768669;1
S01;7704327769703;2
S01;7704327769710;3
S01;7704327769727;2
S01;7704327769918;2
S01;7704327771188;3
S01;7704327771195;2
S01;7704327771201;3
S01;7704327771690;2
S01;7704327771713;1
S01;7704327771720;2
S01;7704327772598;2
S01;7704327772659;1
S01;7704327772680;2
S01;7704327774035;3
S01;7704327774042;2
S01;7704327774059;3
S01;7704327774332;1
S01;7704327774349;3
S01;7704327774356;3
S01;7704327774363;2
S01;7704327774660;4
S01;7704327774684;1
S01;7704327774691;2
S01;7704327774707;2
S01;7704327774721;2
S01;7704327774738;3
S01;7704327774745;1
S01;7704327775575;2
S01;7704327775582;2
S01;7704327775704;5
S01;7704327776084;3
S01;7704327776091;3
S01;7704327776107;2
S01;7704327776176;2
S01;7704327776183;2
S01;7704327776190;2
S01;7704327776350;3
S01;7704327776367;2
S01;7704327776374;2
S01;7704327777326;2
S01;7704327777333;2
S01;7704327777340;2
S01;7704327777357;3
S01;7704327777364;1
S01;7704327777388;4
S01;7704327777401;2
S01;7704327777418;2
S01;7704327777425;3
S01;7704327777432;5
S01;7704327777449;7
S01;7704327777456;4
S01;7704327777463;4
S01;7704327777470;3
S01;7704327777494;1
S01;7704327777562;2
S01;7704327777579;2
S01;7704327777586;3
S01;7704327777609;2
S01;7704327777616;1
S01;7704327777623;2
S01;7704327777630;1
S01;7704327777647;2
S01;7704327777654;3
S01;7704327777661;1
S01;7704327777678;1
S01;7704327777692;1
S01;7704327777708;3
S01;7704327777715;2
S01;7704327777722;1
S01;7704327777906;4
S01;7704327777913;4
S01;7704327777920;3
S01;7704327777944;3
S01;7704327777968;3
S01;7704327777975;2
S01;7704327777982;3
S01;7704327777999;4
S01;7704327778002;5
S01;7704327778026;3
S01;7704327778033;3
S01;7704327778101;2
S01;7704327778118;4
S01;7704327778125;4
S01;7704327778453;3
S01;7704327778460;3
S01;7704327779801;3
S01;7704327779818;2
S01;7704327779825;3
S01;7704327780005;1
S01;7704327781927;2
S01;7704327783228;2
S01;7704327783310;3
S01;7704327783327;3
S01;7704327783341;3
S01;7704327783358;3
S01;7704327783365;2
S01;7704327783389;2
S01;7704327784539;2
S01;7704327784546;3
S01;7704327784553;3
S01;7704327784560;2
S01;7704327784577;1
S01;7704327784584;4
S01;7704327784591;4
S01;7704327784607;2
S01;7704327784614;2
S01;7704327784621;3
S01;7704327784638;3
S01;7704327784645;3
S01;7704327784683;3
S01;7704327784690;3
S01;7704327784706;3
S01;7704327786663;6
S01;7704327786670;6
S01;7704327786687;4
S01;7704327787530;4
S01;7704327788377;1
S01;7704327788742;2
S01;7704327788759;2
S01;7704327788766;4
S01;7704327788773;4
S01;7704327788834;2
S01;7704327788841;2
S01;7704327788858;1
S01;7704327788889;2
S01;7704327788896;4
S01;7704327788902;4
S01;7704327788957;4
S01;7704327788995;2
S01;7704327789008;2
S01;7704327789022;2
S01;7704327789077;2
S01;7704327789084;3
S01;7704327789091;3
S01;7704327789114;3
S01;7704327789152;2
S01;7704327789169;2
S01;7704327789176;2
S01;7704327789183;3
S01;7704327789190;4
S01;7704327789206;2
S01;7704327789220;4
S01;7704327789237;4
S01;7704327789244;3
S01;7704327789282;2
S01;7704327789312;1
S01;7704327789329;2
S01;7704327789374;4
S01;7704327789381;3
S01;7704327789398;4
S01;7704327789404;2
S01;7704327789459;2
S01;7704327789473;4
S01;7704327789497;4
S01;7704327789527;3
S01;7704327789534;3
S01;7704327789558;2
S01;7704327789565;2
S01;7704327789572;3
S01;7704327789589;3
S01;7704327789596;4
S01;7704327789602;4
S01;7704327789619;5
S01;7704327789657;3
S01;7704327789664;4
S01;7704327789688;4
S01;7704327789695;5
S01;7704327789701;2
S01;7704327789718;2
S01;7704327789725;2
S01;7704327789732;2
S01;7704327789756;1
S01;7704327789763;2
S01;7704327789794;4
S01;7704327789824;4
S01;7704327789831;3
S01;7704327789848;1
S01;7704327789855;1
S01;7704327789893;2
S01;7704327789909;2
S01;7704327789923;2
S01;7704327789930;2
S01;7704327789947;4
S01;7704327789954;2
S01;7704327789978;1
S01;7704327789985;2
S01;7704327789992;4
S01;7704327790059;3
S01;7704327790066;3
S01;7704327790073;4
S01;7704327790103;2
S01;7704327790110;2
S01;7704327790127;2
S01;7704327790134;1
S01;7704327790141;3
S01;7704327790158;4
S01;7704327790165;4
S01;7704327790172;4
S01;7704327790233;2
S01;7704327790264;3
S01;7704327790325;2
S01;7704327790387;3
S01;7704327790394;3
S01;7704327790417;6
S01;7704327790431;2
S01;7704327790448;3
S01;7704327790455;3
S01;7704327790523;2
S01;7704327790530;2
S01;7704327790660;2
S01;7704327790677;2
S01;7704327790769;3
S01;7704327790776;3
S01;7704327790783;3
S01;7704327790790;3
S01;7704327790806;2
S01;7704327790813;3
S01;7704327791872;3
S01;7704327791889;3
S01;7704327791896;3
S01;7704327791926;3
S01;7704327791933;2
S01;7704327791940;2
S01;7704327792251;2
S01;7704327792268;2
S01;7704327792343;3
S01;7704327792367;4
S01;7704327792381;3
S01;7704327792466;3
S01;7704327792473;6
S01;7704327792480;3
S01;7704327792497;4
S01;7704327792503;2
S01;7704327792510;5
S01;7704327792893;6
S01;7704327792909;4
S01;7704327792916;7
S01;7704327793845;2
S01;7704327795498;3
S01;7704327795504;3
S01;7704327795511;2
S01;7704327795528;3
S01;7704327795535;3
S01;7704327795542;3
S01;7704327795559;3
S01;7704327795566;3
S01;7704327795573;3
S01;7704327796426;3
S01;7704327796433;3
S01;7704327796440;2
S01;7704327796778;1
S01;7704327797621;1
S01;7704327797652;3
S01;7704327797669;3
S01;7704327799076;2
S01;7704327799090;4
S01;7704327799113;3
S01;7704327799922;2
S01;7704327799939;3
S01;7704327799946;3
S01;7704327800499;3
S01;7704327800505;2
S01;7704327800529;7
S01;7704327800536;6
S01;7704327800543;2
S01;7704327800734;3
S01;7704327800741;3
S01;7704327800758;2
S01;7704327800765;3
S01;7704327800772;3
S01;7704327800789;2
S01;7704327800949;4
S01;7704327800956;6
S01;7704327800963;6
S01;7704327800970;4
S01;7704327800987;2
S01;7704327801731;1
S01;7704327801786;2
S01;7704327801991;1
S01;7704327803148;5
S01;7704327803155;6
S01;7704327803162;4
S01;7704327804961;3
S01;7704327804978;3
S01;7704327804985;2
S01;7704327805203;3
S01;7704327805210;3
S01;7704327805227;2
S01;7704327805234;4
S01;7704327805241;5
S01;7704327805258;3
S01;7704327805296;6
S01;7704327805302;9
S01;7704327805319;7
S01;7704327805326;10
S01;7704327805333;4
S01;7704327805340;6
S01;7704327805357;6
S01;7704327805364;7
S01;7704327805371;4
S01;7704327805388;6
S01;7704327805395;7
S01;7704327805401;4
S01;7704327805418;3
S01;7704327805425;3
S01;7704327805432;2
S01;7704327805456;3
S01;7704327805470;4
S01;7704327805494;2
S01;7704327805517;3
S01;7704327805531;3
S01;7704327805555;2
S01;7704327805562;3
S01;7704327805579;3
S01;7704327805586;3
S01;7704327805685;3
S01;7704327805692;4
S01;7704327805708;2
S01;7704327805715;3
S01;7704327805722;3
S01;7704327805739;3
S01;7704327807405;2
S01;7704327807429;3
S01;7704327807436;3
S01;7704327807689;1
S01;7704327807696;2
S01;7704327807702;3
S01;7704327807719;3
S01;7704327807726;1
S01;7704327808785;3
S01;7704327808792;2
S01;7704327808808;2
S01;7704327808815;2
S01;7704327809737;3
S01;7704327809744;3
S01;7704327809751;3
S01;7704327810108;3
S01;7704327810115;2
S01;7704327810122;3
S01;7704327810511;1
S01;7704327810528;3
S01;7704327810535;3
S01;7704327810542;2
S01;7704327810559;1
S01;7704327810573;2
S01;7704327810580;2
S01;7704327810597;5
S01;7704327810900;2
S01;7704327810917;3
S01;7704327810924;3
S01;7704327811488;2
S01;7704327811495;2
S01;7704327811525;3
S01;7704327811532;3
S01;7704327811563;3
S01;7704327811570;2
S01;7704327814304;1
S01;7704327815714;1
S01;7704327815721;2
